288,169,313,224,269,229,262,210,284,172,287.1699,213.8261,287.5849,191.4131,303.1161,218.9131,280.8939,221.4131,274.5849,223.0664,282.7574,192.9131,1
322,172,325,173,291,215,276,188,276,184,306.9605,202.9608,314.4803,187.4804,319.172,187.9804,302.0002,208.9804,291.4803,205.7688,288.5943,193.4804,2
336,170,339,171,349,223,311,223,293,196,326.6863,207.8166,331.3432,188.9083,336.2052,189.4083,341.2557,215.4083,318.8432,226.7456,306.7754,201.9083,2
301,182,304,183,322,201,300,220,286,193,312.421,211.1316,306.7105,196.5658,311.3237,197.0658,320.4146,206.0658,306.2105,226.9113,296.248,202.0658,2
323,169,331,169,349,206,278,203,278,195,322.0049,212.475,322.5024,190.7375,329.8004,190.7375,338.8914,209.2375,300.0024,218.671,297.0321,203.7375,2
375,174,379,177,325,203,327,199,328,198,362.7161,214.7382,368.858,194.3691,374.6041,195.8691,347.3313,208.8691,344.858,217.7569,341.9387,206.3691,2
360,180,369,181,379,230,309,213,309,206,349.8209,220.4343,354.9104,200.2171,363.0408,200.7171,368.0913,225.2171,329.4104,228.1233,326.149,213.2171,2
340,171,344,174,358,209,309,208,302,197,334.5417,205.7062,337.2709,188.3531,342.6978,189.8531,349.7686,207.3531,321.7709,217.7401,315.1197,201.3531,2
311,150,342,178,345,182,349,188,282,189,323.6094,190.6847,317.3047,170.3423,336.1664,184.3423,337.6815,186.3423,336.3047,199.3077,299.8066,189.8423,2
359,172,364,175,367,227,311,199,310,195,344.8711,209.3224,351.9355,190.6612,358.0157,192.1612,359.5309,218.1612,327.9355,214.9065,324.1936,202.1612,2
356,179,321,230,310,210,312,204,354,180,345.3951,219.5661,350.6975,199.2831,336.5631,224.7831,331.0076,214.7831,328.6975,222.9295,346.2352,199.7831,2
345,174,351,174,352,176,298,203,299,199,335.8484,213.6275,340.4242,193.8138,346.8932,193.8138,347.3982,194.8138,316.9242,219.2776,314.2814,206.3138,2
318,177,343,214,300,229,276,206,274,204,313.0841,213.7384,315.5421,195.3692,331.3556,213.8692,309.6384,221.3692,294.5421,220.9149,290.6357,208.8692,2
333,155,337,155,351,207,284,187,283,185,321.6406,194.0411,327.3203,174.5205,332.6468,174.5205,339.7175,200.5205,302.8203,200.5479,299.3271,189.5205,2
327,131,345,136,356,190,313,190,308,145,332.8762,167.805,329.9381,149.4025,342.3617,151.9025,347.9173,178.9025,322.9381,188.3184,317.2655,156.4025,3
324,128,342,133,348,186,303,143,304,136,327.4058,166.3239,325.7029,147.162,338.0837,149.662,341.114,176.162,315.2029,162.8021,312.5771,151.162,3
303,135,318,141,324,193,284,181,284,143,305.2949,174.3991,304.1474,154.6995,314.7954,157.6995,317.8257,183.6995,294.6474,187.0522,291.7301,158.6995,3
298,127,316,132,322,183,282,178,279,141,302.751,166.2749,300.3755,146.6374,312.5005,149.1374,315.5308,174.6374,292.3755,181.1973,287.9955,153.6374,3
294,130,323,148,272,189,270,184,274,139,296.4664,174.9455,295.2332,152.4727,312.8618,161.4727,287.1042,181.9727,283.2332,188.9187,282.4091,156.9727,3
293,123,310,128,317,182,280,179,274,140,296.0541,162.0369,294.527,142.5185,306.0879,145.0185,309.6233,172.0185,288.027,179.4931,282.205,151.0185,3
276,130,302,147,305,182,258,172,260,138,283.1444,172.3937,279.5722,151.1969,295.5275,159.6969,297.0426,177.1969,270.5722,181.2598,268.8834,155.1969,3
278,117,294,122,265,160,262,144,260,131,281.9294,156.3469,279.9647,136.6734,290.8734,139.1734,276.227,158.1734,271.9647,158.0773,268.2819,143.6734,3
270,116,274,118,242,141,242,137,253,120,272.298,151.284,271.149,133.642,275.9081,134.642,259.7465,146.142,257.149,151.7284,260.0485,135.642,3
271,114,287,121,290,167,252,140,251,122,272.0032,154.4849,271.5016,134.2424,282.3248,137.7424,283.84,160.7424,262.0016,154.992,258.9125,138.2424,3
320,137,337,139,339,140,354,152,300,153,329.3016,175.1896,324.6508,156.0948,336.516,157.0948,337.5261,157.5948,341.6508,172.205,311.5355,164.0948,4
319,137,341,139,352,153,301,149,304,143,326.8949,173.3624,322.9474,155.1812,337.3206,156.1812,342.8762,163.1812,313.9474,169.6644,312.3242,158.1812,4
286,108,304,110,321,121,325,125,266,126,298.692,145.8818,292.346,126.9409,304.3899,127.9409,312.9757,133.4409,311.846,142.5694,279.5505,135.9409,4
290,108,310,110,321,123,322,128,273,123,299.5345,141.1322,294.7672,124.5661,307.8457,125.5661,313.4012,132.0661,310.7672,141.6485,283.4329,132.0661,4
286,107,303,111,317,122,265,126,284,108,294.4467,148.0517,290.2233,127.5258,301.7407,129.5258,308.8114,135.0258,279.7233,144.2377,286.3597,128.0258,4
283,123,302,125,316,137,266,142,265,133,294.1748,161.4754,288.5874,142.2377,301.0984,143.2377,308.1691,149.2377,280.0874,159.7239,276.8192,147.2377,4
295,135,310,138,325,150,284,188,276,149,303.049,172.7938,299.0245,153.8969,309.6207,155.3969,317.1964,161.3969,293.5245,189.8915,286.6579,160.8969,4
294,136,310,140,322,150,282,180,277,151,301.7263,173.7164,297.8632,154.8582,308.9527,156.8582,315.0133,161.8582,291.8632,186.1665,286.4982,162.3582,4
280,132,296,135,311,145,275,186,264,146,290.4488,169.6487,285.2244,150.8244,296.1862,152.3244,303.762,157.3244,282.7244,187.1835,274.4796,157.8244,4
279,139,295,143,309,155,271,201,260,152,286.3597,178.82,282.6799,158.91,293.616,160.91,300.6867,166.91,278.6799,199.9053,270.4751,165.41,4
279,135,295,138,297,139,310,149,262,150,288.0973,172.9756,283.5486,153.9878,294.4936,155.4878,295.5037,155.9878,299.0486,169.4609,272.3254,161.4878,4
279,136,310,150,275,198,273,192,261,149,289.0854,174.2061,284.0427,155.103,302.5684,162.103,284.8916,186.103,281.0427,192.7401,272.3195,161.603,4
282,135,298,139,313,151,264,154,264,144,289.0766,172.8808,285.5383,153.9404,296.5033,155.9404,304.0791,161.9404,276.5383,172.0425,273.8003,158.4404,4
285,136,302,138,317,149,280,194,268,151,296.2151,173.5345,290.6075,154.7672,302.1288,155.7672,309.7046,161.2672,288.1075,193.4392,279.3144,162.2672,4
277,138,293,141,310,153,260,156,259,149,287.0753,179.8827,282.0376,158.9413,292.9673,160.4413,301.5532,166.4413,273.5376,176.7804,270.3343,164.4413,4
290,134,305,137,321,150,273,152,272,147,297.6405,172.7004,293.8203,153.3502,304.3639,154.8502,312.4447,161.3502,285.3203,170.895,282.0002,159.8502,4
298,137,315,140,330,153,283,187,280,151,306.1257,175.1194,302.0629,156.0597,313.6999,157.5597,321.2756,164.0597,294.5629,190.5892,290.1613,163.0597,4
299,139,318,179,288,182,283,158,281,147,299.782,171.8912,299.391,155.4456,312.0111,175.4456,296.8596,176.9456,291.391,173.627,287.5158,159.4456,5
298,151,318,177,291,190,286,164,286,157,303.3014,179.3375,300.6507,165.1687,313.7886,178.1687,300.1522,184.6687,294.6507,180.7039,291.7334,168.1687,5
315,144,335,173,336,177,300,154,301,150,319.2184,172.4013,317.1092,158.2007,330.4133,172.7007,330.9184,174.7007,309.6092,171.7902,307.0388,161.2007,5
315,144,329,151,336,173,338,184,301,157,320.2111,173.5724,317.6055,158.7862,327.8844,162.2862,331.4197,173.2862,329.1055,188.196,307.5302,165.2862,5
320,142,332,153,337,172,303,163,303,152,320.6646,171.9502,320.3323,156.9751,329.6286,162.4751,332.1538,171.9751,311.8323,176.2896,308.7448,161.9751,5
320,141,334,145,341,170,306,152,307,147,324.2242,168.7902,322.1121,154.8951,332.4365,156.8951,335.9718,169.3951,315.1121,168.8369,312.4872,157.8951,5
318,138,338,166,305,160,306,147,309,143,321.8629,165.854,319.9315,151.927,333.2641,165.927,316.5974,162.927,313.9315,164.66,312.3084,154.427,5
307,126,320,139,327,166,290,142,291,136,308.7637,156.1991,307.8818,141.0995,317.5574,147.5995,321.0928,161.0995,299.3818,156.9469,296.9127,146.0995,5
303,152,321,180,325,192,292,191,289,162,307.0041,186.3048,305.002,169.1524,317.1738,183.1524,319.194,189.1524,299.502,198.5815,295.0515,174.1524,5
311,133,325,146,332,175,295,149,297,142,314.5701,165.7773,312.785,149.3886,323.0152,155.8886,326.5505,170.3886,304.785,165.6722,302.7575,153.8886,5
310,136,323,146,332,174,295,150,297,144,313.6001,166.0074,311.8,151.0037,321.5152,156.0037,326.0606,170.0037,304.3,166.3197,302.2773,155.0037,5
292,190,311,219,310,237,279,209,280,198,296.4659,220.8295,294.2329,205.4148,306.8009,219.9148,306.2959,228.9148,287.7329,226.2261,285.3791,209.4148,5
279,181,291,189,300,216,267,204,266,190,283.6146,210.3254,281.3073,195.6627,290.2094,199.6627,294.7549,213.1627,275.3073,218.066,272.0865,200.1627,5
310,134,323,147,330,175,294,149,295,144,311.6944,168.5378,310.8472,151.2689,320.5527,157.7689,324.0881,171.7689,302.8472,167.1252,300.3438,156.2689,5
290,127,303,142,310,167,281,179,274,144,293.1663,162.6233,291.5831,144.8116,301.0941,152.3116,304.6294,164.8116,287.0831,179.8017,280.7754,153.3116,5
291,128,306,138,311,162,277,152,276,143,294.3318,161.2001,292.6659,144.6001,303.1979,149.6001,305.7231,161.6001,285.6659,164.8422,282.3425,152.1001,5
295,126,310,134,314,159,280,141,281,137,298.581,159.4498,296.7905,142.7249,307.3642,146.7249,309.3844,159.2249,289.2905,158.1315,286.9213,148.2249,5
304,177,334,178,345,192,284,209,284,207,309.5639,213.6866,306.7819,195.3433,325.0322,195.8433,330.5878,202.8433,296.7819,222.4666,293.8435,210.3433,6
259,237,277,283,272,282,257,267,258,240,277.1282,262.8531,268.0641,249.9266,279.8627,272.9266,277.3375,272.4266,267.0641,278.8701,264.9149,251.4266,6
347,272,353,272,358,287,343,287,343,275,350.6765,279.9036,348.8383,275.9518,355.3922,275.9518,357.9174,283.4518,346.8383,298.3703,343.4042,277.4518,6
245,253,269,301,264,299,249,290,243,259,269.903,275.7077,257.4515,264.3538,272.1732,288.3538,269.6479,287.3538,259.4515,297.7409,253.9124,267.3538,6
248,254,273,301,253,291,247,260,247,256,275.6403,276.8172,261.8201,265.4086,277.091,288.9086,266.99,283.9086,261.3201,282.5354,258.7328,266.4086,6
261,232,262,232,319,250,260,239,260,234,287.227,255.9782,274.1135,243.9891,277.3874,243.9891,306.1753,252.9891,273.6135,260.5148,270.9045,244.9891,6
288,202,329,214,332,215,336,218,285,206,322.2256,215.9129,305.1128,208.9565,328.9018,214.9565,330.417,215.4565,329.1128,228.3752,300.6067,210.9565,6
242,260,244,260,298,279,238,290,241,262,267.1885,289.5987,254.5942,274.7993,258.176,274.7993,285.4487,284.2993,252.5942,305.0519,251.5785,275.7993,6
316,145,345,162,346,168,273,194,294,152,311.8123,186.2351,313.9062,165.6176,331.7234,174.1176,332.2285,177.1176,292.4062,200.1237,299.9071,169.1176,7
311,187,325,188,332,191,280,205,280,197,314.5765,201.1691,312.7882,194.0846,323.0184,194.5846,326.5538,196.0846,297.2882,213.7732,294.3448,199.0846,7
299,208,312,210,320,215,322,222,317,238,302.4859,221.9671,300.743,214.9836,310.3464,215.9836,314.3868,218.4836,312.243,233.6669,306.6762,229.9836,7
322,197,342,206,341,230,335,236,317,233,323.1935,213.6825,322.5968,205.3412,335.9563,209.8412,335.4513,221.8412,329.0968,236.675,316.9275,223.3412,7
307,58,333,71,329,129,274,104,289,68,309.5382,97.76062,308.2691,77.88031,324.5143,84.38031,322.494,113.3803,291.7691,106.1898,296.3061,82.88031,7
296,65,322,79,320,125,260,112,278,74,297.8785,106.1892,296.9392,85.59459,313.0699,92.59459,312.0598,115.5946,278.9392,114.8364,285.0883,90.09459,7
281,90,306,101,316,108,317,133,257,121,294.5574,121.9239,287.7787,105.962,303.3118,111.462,308.3623,114.962,305.7787,134.1705,273.0482,121.462,7
298,113,312,121,313,123,314,133,255,127,290.331,138.2468,294.1655,125.6234,304.2076,129.6234,304.7126,130.6234,302.1655,142.7615,269.9658,132.6234,7
293,127,296,127,312,133,315,142,264,135,294.8876,147.1977,293.9438,137.0988,298.4281,137.0988,306.5089,140.0988,304.9438,152.2093,276.6771,141.0988,7
262,140,291,140,305,147,270,165,260,146,289.7297,160.4038,275.8649,150.2019,293.2979,150.2019,300.3686,153.7019,279.8649,171.2652,272.1434,153.2019,7
300,132,311,139,312,146,311,156,255,144,288.8464,154.8564,294.4232,143.4282,302.9527,146.9282,303.4578,150.4282,299.9232,163.6086,269.2309,149.4282,7
298,138,317,144,320,146,285,184,266,146,298.7268,157.665,298.3634,147.8325,310.9731,150.8325,312.4883,151.8325,291.8634,179.8237,279.5677,151.8325,7
292,99,320,115,321,126,253,147,273,106,294.3199,140.8513,293.1599,119.9256,310.2625,127.9256,310.7676,133.4256,273.6599,151.5007,280.8514,123.4256,7
308,139,320,152,318,162,282,180,264,148,296.1438,158.1393,302.0719,148.5697,311.1837,155.0697,310.1736,160.0697,289.0719,177.9681,277.2989,153.0697,7
270,140,297,141,313,150,282,181,267,144,295.3961,162.9126,282.6981,151.4563,299.1899,151.9563,307.2708,156.4563,288.6981,181.0066,278.4139,153.4563,7
297,108,324,125,326,129,257,156,277,116,295.5878,154.0748,296.2939,131.0374,312.9231,139.5374,313.9332,141.5374,276.2939,163.1973,283.4593,135.0374,7
339,145,355,150,298,179,298,177,319,151,335.8085,175.3404,337.4043,160.1702,348.8932,162.6702,320.1053,177.1702,316.9043,185.4423,324.1626,163.1702,8
323,128,336,133,350,141,287,175,306,136,325.2205,166.1279,324.1103,147.064,333.9498,149.564,341.0204,153.564,306.1103,179.541,312.4854,151.064,8
323,135,333,138,342,168,308,157,309,149,325.4951,163.0053,324.2476,149.0026,332.5733,150.5026,337.1187,165.5026,316.7476,168.4238,314.1065,156.0026,8
323,137,340,144,342,166,308,153,311,144,324.9595,164.0549,323.9798,150.5275,335.8381,154.0275,336.8482,165.0275,316.4798,166.871,314.8315,154.0275,8
318,138,329,138,340,168,304,166,305,150,321.6292,163.0269,319.8146,150.5134,328.6006,150.5134,334.1562,165.5134,312.8146,173.172,310.2125,156.5134,8
316,137,334,145,337,162,301,169,301,154,318.6906,162.468,317.3453,149.734,329.6418,153.734,331.1569,162.234,309.8453,174.4568,306.7776,158.234,8
312,131,321,133,336,142,272,170,295,139,308.7082,167.4125,310.3541,149.2063,318.0345,150.2063,325.6102,154.7063,290.3541,177.5855,298.8655,153.2063,8
311,143,330,152,332,155,282,162,302,146,310.8621,169.8675,310.931,156.4338,323.6677,160.9338,324.6778,162.4338,296.431,174.6671,303.3971,157.9338,8
316,137,325,139,337,149,280,164,304,141,313.7827,164.6497,314.8914,150.8249,322.6175,151.8249,328.6781,156.8249,296.8914,172.9735,305.833,152.8249,8
318,136,334,146,336,156,303,145,306,140,318.6756,160.4725,318.3378,148.2363,329.6341,153.2363,330.6442,158.2363,310.8378,160.775,309.2454,150.2363,8
318,138,335,147,335,162,300,193,301,149,317.399,161.7104,317.6995,149.8552,329.4945,154.3552,329.4945,161.8552,308.6995,186.6897,306.1382,155.3552,8
303,141,317,143,322,169,321,174,285,181,306.6832,163.3425,304.8416,152.1712,314.9915,153.1712,317.5168,166.1712,313.8416,177.5487,292.9125,172.1712,8
327,122,351,130,353,139,293,164,312,127,329.8567,156.2211,328.4283,139.1106,343.867,143.1106,344.8771,147.6106,311.4283,168.5374,317.7509,141.6106,8
322,108,351,120,348,167,288,159,303,118,327.1685,148.1736,324.5842,128.0868,342.5093,134.0868,340.9942,157.5868,307.5842,161.6703,311.9646,133.0868,8
320,105,349,120,282,157,300,113,302,111,320.9445,145.5807,320.4722,125.2904,338.3558,132.7903,304.5174,151.2903,310.4722,136.0951,308.3883,128.2903,8
321,138,340,159,307,164,307,150,313,141,323.7405,161.6615,322.3702,149.8307,335.2225,160.3307,318.5558,162.8307,315.3702,164.0324,315.218,151.3307,8
318,141,335,148,338,160,305,158,307,148,322.5017,165.5734,320.2509,153.2867,332.0716,156.7867,333.5867,162.7867,313.7509,170.3018,311.6345,156.7867,8
315,140,330,147,335,163,300,156,301,151,317.8944,164.7494,316.4472,152.3747,327.2194,155.8747,329.7447,163.8747,308.9472,168.8155,306.3834,157.8747,8
316,137,328,141,337,168,285,163,302,142,315.3918,164.1396,315.6959,150.5698,324.9454,152.5698,329.4908,166.0698,300.1959,172.1787,305.6395,153.0698,8
314,146,332,155,334,165,334,178,300,161,317.0144,169.5602,315.5072,157.7801,327.7851,162.2801,328.7951,167.2801,325.5072,182.9264,305.4527,165.2801,8
321,132,351,148,283,180,283,176,303,140,320.2227,171.8725,320.6114,151.9363,339.0014,159.9363,304.658,175.9363,301.6114,183.0908,308.5261,155.9363,8
313,125,343,141,276,180,276,177,295,133,314.4286,167.6189,313.7143,146.3095,332.0347,154.3095,298.1963,173.8095,295.2143,181.3784,301.6974,150.3095,8
317,182,335,190,338,199,302,218,296,193,317.6503,200.0436,317.3251,191.0218,329.6213,195.0218,331.1365,199.5218,309.8251,220.023,303.7873,196.5218,7
312,166,328,171,339,177,341,181,279,189,315.7247,193.2258,313.8623,179.6129,325.1135,182.1129,330.669,185.1129,328.3623,196.961,294.4182,191.1129,7
324,172,338,178,340,190,338,212,279,190,315.8058,198.2908,319.9029,185.1454,330.2049,188.1454,331.215,194.1454,326.9029,215.9425,294.4583,194.1454,7
304,153,326,159,349,167,348,202,279,194,317.4034,191.9969,310.7017,172.4984,324.9512,175.4984,336.5674,179.4984,332.7017,207.3668,295.2492,192.9984,7
320,116,324,117,336,130,338,141,288,123,315.8216,140.2281,317.9108,128.1141,323.1422,128.6141,329.2028,135.1141,326.9108,148.0148,298.9215,131.6141,7
293,157,321,174,320,182,255,198,275,163,291.3185,199.807,292.1593,178.4035,309.2518,186.9035,308.7467,190.9035,273.1593,209.3721,280.3557,181.4035,7
281,159,318,176,320,184,316,203,258,193,293.7539,195.5157,287.377,177.2578,308.9666,185.7578,309.9767,189.7578,304.877,209.7451,273.1455,194.2578,7
296,150,323,163,317,206,261,188,279,153,295.9194,189.2661,295.9597,169.6331,312.5856,176.1331,309.5553,197.6331,278.4597,198.5611,284.6136,171.1331,7
296,150,323,163,317,206,261,188,279,153,295.9194,189.2661,295.9597,169.6331,312.5856,176.1331,309.5553,197.6331,278.4597,198.5611,284.6136,171.1331,7
277,226,263,199,265,193,276,181,281,179,289.7287,196.3462,283.3643,211.1731,279.1559,197.6731,280.166,194.6731,282.8643,198.6033,282.539,187.6731,9
274,181,298,182,322,188,254,194,257,190,278.5523,198.4191,276.2762,189.7095,291.188,190.2095,303.3092,193.2095,266.2762,206.5363,265.1249,194.2095,9
310,145,330,150,358,160,277,157,291,147,302.5452,164.0407,306.2726,154.5203,319.4673,157.0203,333.6087,162.0203,289.7726,168.9688,293.8342,155.5203,9
270,168,299,171,308,172,315,174,252,184,275.9284,185.5749,272.9642,176.7875,290.3679,178.2875,294.9133,178.7875,295.4642,189.25,261.3507,184.7875,9
260,195,294,195,260,236,255,234,250,220,271.4296,209.1868,265.7148,202.0934,285.5705,202.0934,268.3988,222.5934,263.2148,233.2562,258.1335,214.5934,9
267,184,301,187,309,188,322,195,261,188,277.9451,199.304,272.4726,191.652,292.3965,193.152,296.4369,193.652,299.9726,207.5284,266.8045,193.652,9
276,228,271,225,262,202,262,199,276,184,290.4475,198.8862,283.2238,213.4431,283.5594,211.9431,279.0139,200.4431,276.2238,209.4138,280.4196,191.4431,9
302,153,345,158,361,167,285,165,290,159,308.1799,171.8826,305.09,162.4413,329.8889,164.9413,337.9697,169.4413,296.59,177.3066,296.1287,165.4413,9
299,147,317,148,333,158,336,160,287,157,316.2036,167.2896,307.6018,157.1448,319.7998,157.6448,327.8806,162.6448,326.1018,172.2577,298.6156,162.1448,9
284,166,326,176,344,189,266,181,269,176,292.106,183.9119,288.053,174.9559,312.1747,179.9559,321.2656,186.4559,279.053,192.0589,277.7752,179.9559,9
271,159,308,160,331,164,257,173,263,164,279.7173,175.0768,275.3587,167.0384,296.8269,167.5384,308.4431,169.5384,268.3587,183.1983,268.672,169.5384,9
298,187,257,231,245,210,253,194,258,191,273.5991,201.617,285.7996,194.3085,267.9793,216.3085,261.9187,205.8085,263.2996,208.2195,263.1679,196.3085,9
262,184,258,224,255,222,250,208,248,202,271.7503,198.8493,266.8752,191.4247,267.5507,211.4247,266.0355,210.4247,260.8752,214.1312,257.3022,200.4247,9
295,187,258,236,247,223,244,208,252,197,272.8746,203.7955,283.9373,195.3977,268.1185,219.8977,262.5629,213.3977,258.4373,216.7345,259.8389,200.3977,9
294,187,251,232,239,213,239,207,247,194,268.1794,202.0501,281.0897,194.5251,262.2118,217.0251,256.1512,207.5251,253.5897,215.2895,255.0393,198.0251,9
263,176,260,216,258,216,250,192,253,186,274.1264,190.8913,268.5632,183.4456,269.7608,203.4456,268.7507,203.4456,262.0632,201.5217,260.9536,188.4456,9
269,189,278,189,310,190,323,194,260,199,280.5535,203.7854,274.7767,196.3927,282.0977,196.3927,298.2593,196.8927,301.7767,209.3607,267.6007,201.3927,9
248,247,239,230,237,224,238,220,247,208,257.6904,221.7353,252.8452,234.3676,250.8537,225.8676,249.8436,222.8676,247.8452,232.4923,249.8468,214.8676,9
252,246,240,227,239,224,248,209,279,202,262.1764,218.8114,257.0882,232.4057,253.6244,222.9057,253.1194,221.4057,255.0882,225.1639,267.9091,210.4057,9
246,246,236,227,235,224,235,219,243,210,257.6403,219.507,251.8201,232.7535,249.3133,223.2535,248.8082,221.7535,246.3201,230.7932,247.8417,214.7535,9
205,255,262,281,202,286,199,275,204,257,224.6371,281.2067,214.8185,268.1034,245.7763,281.1034,215.4733,283.6034,211.8185,292.7404,212.1966,269.1034,6
205,254,263,283,199,286,196,279,203,256,222.7833,283.3032,213.8916,268.6516,245.3451,283.1516,213.0219,284.6516,209.3916,295.949,210.7838,269.6516,6
188,262,238,284,184,287,184,284,186,264,205.952,284.8001,196.976,273.4001,224.2182,284.4001,196.9455,285.9001,194.976,299.3685,194.0357,274.4001,6
207,258,209,258,251,280,252,281,203,284,224.2752,281.8093,215.6376,269.9046,218.8259,269.9046,240.038,280.9046,238.1376,296.2154,211.5224,282.9046,6
218,253,258,271,273,279,215,280,215,275,233.7631,276.7331,225.8815,264.8665,248.3652,273.8665,255.9409,277.8665,224.3815,293.0174,222.1599,275.8665,6
239,247,250,249,272,254,259,280,244,271,264.1053,258.7976,251.5526,252.8988,259.6491,253.8988,270.7602,256.3988,261.5526,283.5777,251.5373,264.8988,6
231,236,275,254,235,264,233,261,231,241,250.68,257.1509,240.84,246.5755,265.495,255.5755,245.2929,260.5754,241.84,272.711,238.4555,249.0755,6
275,207,291,211,295,214,302,223,253,247,287.384,231.8148,281.192,219.4074,292.1131,221.4074,294.1333,222.9074,294.692,239.3762,267.5168,239.4074,6
228,259,230,259,257,267,277,273,295,282,251.4695,278.4541,239.7347,268.7271,243.1664,268.7271,256.8028,272.7271,264.2347,290.239,270.5294,280.2271,6
278,227,281,227,291,240,249,249,271,229,280.8165,246.4927,279.4082,236.7464,283.7457,236.7464,288.7962,243.2464,264.9082,260.7856,273.1765,237.7464,6
246,243,278,257,293,267,244,248,245,244,265.9774,263.1465,255.9887,253.0733,274.7361,260.0732,282.3118,265.0732,254.9887,269.0245,252.9591,253.5733,6
281,221,294,224,296,225,301,235,252,251,288.0727,243.307,284.5363,232.1535,293.9761,233.6535,294.9862,234.1535,294.5363,251.7405,267.3627,247.1535,6
236,262,238,262,254,301,239,292,236,289,257.1884,282.8185,246.5942,272.4092,250.0952,272.4092,258.176,291.9092,248.0942,302.536,244.1527,285.9092,6
233,259,260,270,276,277,231,285,232,260,252.4881,281.3041,242.744,270.1521,258.8323,275.6521,266.9131,279.1521,241.744,298.0548,239.8456,270.6521,6
