Algoritmo,Acertos,Erros,Porcentagem Acerto,Porcentagem Erro,,,,,,,
OVO,6,57,"0,0952380952","0,9047619048",,,,,,,
OVO,7,56,"0,1111111111","0,8888888889",,,,,,,
OVO,11,52,"0,1746031746","0,8253968254",,,,,,,
OVO,5,58,"0,0793650794","0,9206349206",,,,,,,
OVO,8,55,"0,126984127","0,873015873",,,,,,,
OVO,10,53,"0,1587301587","0,8412698413",,,,,,,
OVO,4,59,"0,0634920635","0,9365079365",,,,,,,
OVO,7,56,"0,1111111111","0,8888888889",,,,,,,
OVO,9,54,"0,1428571429","0,8571428571",,,,,,,
OVO,8,55,"0,126984127","0,873015873",,,,,,,
OVO,12,51,"0,1904761905","0,8095238095",,,,,,,
OVO,9,54,"0,1428571429","0,8571428571",,,,,,,
OVO,10,53,"0,1587301587","0,8412698413",,,,,,,
OVO,8,55,"0,126984127","0,873015873",,,,,,,
OVO,6,57,"0,0952380952","0,9047619048",,,,,,,
OVO,6,57,"0,0952380952","0,9047619048",,,,,,,
OVO,7,56,"0,1111111111","0,8888888889",,,,,,,
OVO,9,54,"0,1428571429","0,8571428571",,,,,,,
OVO,8,55,"0,126984127","0,873015873",,,,,,,
OVO,5,58,"0,0793650794","0,9206349206",,,,,,,
OVO,4,59,"0,0634920635","0,9365079365",,,,,,,
OVO,8,55,"0,126984127","0,873015873",,,,,,,
OVO,8,55,"0,126984127","0,873015873",,,,,,,
OVO,11,52,"0,1746031746","0,8253968254",,,,,,,
OVO,10,53,"0,1587301587","0,8412698413",,,,,,,
OVO,9,54,"0,1428571429","0,8571428571",,,,,,,
OVO,8,55,"0,126984127","0,873015873",,,,,,,
OVO,6,57,"0,0952380952","0,9047619048",,,,,,,
OVO,6,57,"0,0952380952","0,9047619048",,,,,,,
OVO,8,55,"0,126984127","0,873015873",,,,,,,
OVO,6,57,"0,0952380952","0,9047619048",,,,,,,
OVO,9,54,"0,1428571429","0,8571428571",,,,,,,
OVO,6,57,"0,0952380952","0,9047619048",,,,,,,
OVO,13,50,"0,2063492063","0,7936507937",,,,,,,
OVO,3,60,"0,0476190476","0,9523809524",,,,,,,
OVO,5,58,"0,0793650794","0,9206349206",,,,,,,
OVO,6,57,"0,0952380952","0,9047619048",,,,,,,
OVO,9,54,"0,1428571429","0,8571428571",,,,,,,
OVO,12,51,"0,1904761905","0,8095238095",,,,,,,
OVO,9,54,"0,1428571429","0,8571428571",,,,,,,
OVO,6,57,"0,0952380952","0,9047619048",,,,,,,
OVO,10,53,"0,1587301587","0,8412698413",,,,,,,
OVO,5,58,"0,0793650794","0,9206349206",,,,,,,
OVO,5,58,"0,0793650794","0,9206349206",,,,,,,
OVO,9,54,"0,1428571429","0,8571428571",,,,,,,
OVR,32,31,"0,5079365079","0,4920634921",,,,,,,
OVR,34,29,"0,5396825397","0,4603174603",,,,,,,
OVR,35,28,"0,5555555556","0,4444444444",,,,,,,
OVR,32,31,"0,5079365079","0,4920634921",,,,,,,
OVR,30,33,"0,4761904762","0,5238095238",,,,,,,
OVR,23,40,"0,3650793651","0,6349206349",,,,,,,
OVR,34,29,"0,5396825397","0,4603174603",,,,,,,
OVR,31,32,"0,4920634921","0,5079365079",,,,,,,
OVR,26,37,"0,4126984127","0,5873015873",,,,,,,
OVR,32,31,"0,5079365079","0,4920634921",,,,,,,
OVR,38,25,"0,6031746032","0,3968253968",,,,,,,
OVR,25,38,"0,3968253968","0,6031746032",,,,,,,
OVR,37,26,"0,5873015873","0,4126984127",,,,,,,
OVR,25,38,"0,3968253968","0,6031746032",,,,,,,
OVR,26,37,"0,4126984127","0,5873015873",,,,,,,
OVR,30,33,"0,4761904762","0,5238095238",,,,,,,
OVR,34,29,"0,5396825397","0,4603174603",,,,,,,
OVR,32,31,"0,5079365079","0,4920634921",,,,,,,
OVR,36,27,"0,5714285714","0,4285714286",,,,,,,
OVR,23,40,"0,3650793651","0,6349206349",,,,,,,
OVR,30,33,"0,4761904762","0,5238095238",,,,,,,
OVR,37,26,"0,5873015873","0,4126984127",,,,,,,
OVR,21,42,"0,3333333333","0,6666666667",,,,,,,
OVR,34,29,"0,5396825397","0,4603174603",,,,,,,
OVR,32,31,"0,5079365079","0,4920634921",,,,,,,
OVR,30,33,"0,4761904762","0,5238095238",,,,,,,
OVR,34,29,"0,5396825397","0,4603174603",,,,,,,
OVR,37,26,"0,5873015873","0,4126984127",,,,,,,
OVR,31,32,"0,4920634921","0,5079365079",,,,,,,
OVR,22,41,"0,3492063492","0,6507936508",,,,,,,
OVR,30,33,"0,4761904762","0,5238095238",,,,,,,
OVR,31,32,"0,4920634921","0,5079365079",,,,,,,
OVR,13,50,"0,2063492063","0,7936507937",,,,,,,
OVR,19,44,"0,3015873016","0,6984126984",,,,,,,
OVR,27,36,"0,4285714286","0,5714285714",,,,,,,
OVR,32,31,"0,5079365079","0,4920634921",,,,,,,
OVR,23,40,"0,3650793651","0,6349206349",,,,,,,
OVR,34,29,"0,5396825397","0,4603174603",,,,,,,
OVR,38,25,"0,6031746032","0,3968253968",,,,,,,
OVR,29,34,"0,4603174603","0,5396825397",,,,,,,
OVR,28,35,"0,4444444444","0,5555555556",,,,,,,
OVR,17,46,"0,2698412698","0,7301587302",,,,,,,
OVR,30,33,"0,4761904762","0,5238095238",,,,,,,
OVR,23,40,"0,3650793651","0,6349206349",,,,,,,
OVR,39,24,"0,619047619","0,380952381",,,,,,,
OVR,35,28,"0,5555555556","0,4444444444",,,,,,,
OVR,31,32,"0,4920634921","0,5079365079",,,,,,,
OVR,28,35,"0,4444444444","0,5555555556",,,,,,,
OVR,27,36,"0,4285714286","0,5714285714",,,,,,,
OVR,34,29,"0,5396825397","0,4603174603",,,,,,,
OVR,31,32,"0,4920634921","0,5079365079",,,,,,,
OVR,30,33,"0,4761904762","0,5238095238",,,,,,,
OVR,29,34,"0,4603174603","0,5396825397",,,,,,,
OVR,35,28,"0,5555555556","0,4444444444",,,,,,,
OVR,31,32,"0,4920634921","0,5079365079",,,,,,,
OVR,27,36,"0,4285714286","0,5714285714",,,,,,,
OVR,24,39,"0,380952381","0,619047619",,,,,,,
OVR,31,32,"0,4920634921","0,5079365079",,,,,,,
OVR,28,35,"0,4444444444","0,5555555556",,,,,,,
OVR,37,26,"0,5873015873","0,4126984127",,,,,,,
OVR,26,37,"0,4126984127","0,5873015873",,,,,,,
OVR,33,30,"0,5238095238","0,4761904762",,,,,,,
OVR,32,31,"0,5079365079","0,4920634921",,,,,,,
OVR,20,43,"0,3174603175","0,6825396825",,,,,,,
OVR,39,24,"0,619047619","0,380952381",,,,,,,
OVR,23,40,"0,3650793651","0,6349206349",,,,,,,
OVR,32,31,"0,5079365079","0,4920634921",,,,,,,
OVR,24,39,"0,380952381","0,619047619",,,,,,,
OVR,23,40,"0,3650793651","0,6349206349",,,,,,,
OVR,35,28,"0,5555555556","0,4444444444",,,,,,,
OVR,26,37,"0,4126984127","0,5873015873",,,,,,,
OVR,30,33,"0,4761904762","0,5238095238",,,,,,,
OVR,31,32,"0,4920634921","0,5079365079",,,,,,,
OVR,36,27,"0,5714285714","0,4285714286",,,,,,,
OVR,24,39,"0,380952381","0,619047619",,,,,,,
OVR,23,40,"0,3650793651","0,6349206349",,,,,,,
OVR,36,27,"0,5714285714","0,4285714286",,,,,,,
OVR,42,21,"0,6666666667","0,3333333333",,,,,,,
OVR,33,30,"0,5238095238","0,4761904762",,,,,,,
OVR,29,34,"0,4603174603","0,5396825397",,,,,,,
OVR,21,42,"0,3333333333","0,6666666667",,,,,,,
OVR,28,35,"0,4444444444","0,5555555556",,,,,,,
OVR,24,39,"0,380952381","0,619047619",,,,,,,
OVR,33,30,"0,5238095238","0,4761904762",,,,,,,
OVR,32,31,"0,5079365079","0,4920634921",,,,,,,
OVR,33,30,"0,5238095238","0,4761904762",,,,,,,
OVR,37,26,"0,5873015873","0,4126984127",,,,,,,
OVR,30,33,"0,4761904762","0,5238095238",,,,,,,
OVR,40,23,"0,6349206349","0,3650793651",,,,,,,
OVR,28,35,"0,4444444444","0,5555555556",,,,,,,
OVR,26,37,"0,4126984127","0,5873015873",,,,,,,
OVR,28,35,"0,4444444444","0,5555555556",,,,,,,
OVR,39,24,"0,619047619","0,380952381",,,,,,,
OVR,36,27,"0,5714285714","0,4285714286",,,,,,,
OVR,30,33,"0,4761904762","0,5238095238",,,,,,,
OVR,32,31,"0,5079365079","0,4920634921",,,,,,,
OVR,26,37,"0,4126984127","0,5873015873",,,,,,,
OVR,33,30,"0,5238095238","0,4761904762",,,,,,,
OVR,29,34,"0,4603174603","0,5396825397",,,,,,,
OVR,29,34,"0,4603174603","0,5396825397",,,,,,,
OVR,28,34,"0,4516129032","0,5483870968",,,,,,,
OVR,27,35,"0,435483871","0,564516129",,,,,,,
OVR,37,25,"0,5967741935","0,4032258065",,,,,,,
OVR,37,25,"0,5967741935","0,4032258065",,,,,,,
OVR,31,31,"0,5","0,5",,,,,,,
OVR,33,29,"0,5322580645","0,4677419355",,,,,,,
OVR,26,36,"0,4193548387","0,5806451613",,,,,,,
OVR,31,31,"0,5","0,5",,,,,,,
OVR,24,38,"0,3870967742","0,6129032258",,,,,,,
OVR,33,29,"0,5322580645","0,4677419355",,,,,,,
OVR,26,36,"0,4193548387","0,5806451613",,,,,,,
OVR,27,35,"0,435483871","0,564516129",,,,,,,
OVR,29,33,"0,4677419355","0,5322580645",,,,,,,
OVR,33,29,"0,5322580645","0,4677419355",,,,,,,
OVR,32,30,"0,5161290323","0,4838709677",,,,,,,
OVR,28,34,"0,4516129032","0,5483870968",,,,,,,
OVR,34,28,"0,5483870968","0,4516129032",,,,,,,
OVR,33,29,"0,5322580645","0,4677419355",,,,,,,
OVR,30,32,"0,4838709677","0,5161290323",,,,,,,
OVR,32,30,"0,5161290323","0,4838709677",,,,,,,
OVR,36,26,"0,5806451613","0,4193548387",,,,,,,
OVR,35,27,"0,564516129","0,435483871",,,,,,,
OVR,35,27,"0,564516129","0,435483871",,,,,,,
OVR,29,33,"0,4677419355","0,5322580645",,,,,,,
OVR,35,27,"0,564516129","0,435483871",,,,,,,
OVR,33,29,"0,5322580645","0,4677419355",,,,,,,
OVR,34,28,"0,5483870968","0,4516129032",,,,,,,
OVR,27,35,"0,435483871","0,564516129",,,,,,,
OVR,32,30,"0,5161290323","0,4838709677",,,,,,,
OVR,31,31,"0,5","0,5",,,,,,,
OVR,27,35,"0,435483871","0,564516129",,,,,,,
OVR,33,29,"0,5322580645","0,4677419355",,,,,,,
OVR,32,30,"0,5161290323","0,4838709677",,,,,,,
OVR,32,30,"0,5161290323","0,4838709677",,,,,,,
OVR,38,24,"0,6129032258","0,3870967742",,,,,,,
OVR,31,31,"0,5","0,5",,,,,,,
OVR,29,33,"0,4677419355","0,5322580645",,,,,,,
OVR,22,40,"0,3548387097","0,6451612903",,,,,,,
OVR,33,29,"0,5322580645","0,4677419355",,,,,,,
OVR,24,38,"0,3870967742","0,6129032258",,,,,,,
OVR,24,38,"0,3870967742","0,6129032258",,,,,,,
OVR,28,34,"0,4516129032","0,5483870968",,,,,,,
OVR,40,22,"0,6451612903","0,3548387097",,,,,,,
OVR,32,30,"0,5161290323","0,4838709677",,,,,,,
OVR,37,25,"0,5967741935","0,4032258065",,,,,,,
OVR,28,34,"0,4516129032","0,5483870968",,,,,,,
OVR,32,30,"0,5161290323","0,4838709677",,,,,,,
OVR,28,34,"0,4516129032","0,5483870968",,,,,,,
OVR,31,31,"0,5","0,5",,,,,,,
OVR,26,36,"0,4193548387","0,5806451613",,,,,,,
OVR,16,44,"0,2666666667","0,7333333333",,,,,,,
OVR,28,32,"0,4666666667","0,5333333333",,,,,,,
OVR,27,33,"0,45","0,55",,,,,,,
OVR,30,30,"0,5","0,5",,,,,,,
OVR,34,26,"0,5666666667","0,4333333333",,,,,,,
OVR,31,29,"0,5166666667","0,4833333333",,,,,,,
OVR,34,26,"0,5666666667","0,4333333333",,,,,,,
OVR,27,33,"0,45","0,55",,,,,,,
OVR,34,26,"0,5666666667","0,4333333333",,,,,,,
OVR,29,31,"0,4833333333","0,5166666667",,,,,,,
OVR,29,31,"0,4833333333","0,5166666667",,,,,,,
OVR,39,21,"0,65","0,35",,,,,,,
OVR,39,21,"0,65","0,35",,,,,,,
OVR,40,20,"0,6666666667","0,3333333333",,,,,,,
OVR,30,30,"0,5","0,5",,,,,,,
OVR,37,23,"0,6166666667","0,3833333333",,,,,,,
OVR,20,40,"0,3333333333","0,6666666667",,,,,,,
OVR,32,28,"0,5333333333","0,4666666667",,,,,,,
OVR,29,31,"0,4833333333","0,5166666667",,,,,,,
OVR,31,29,"0,5166666667","0,4833333333",,,,,,,
OVR,20,40,"0,3333333333","0,6666666667",,,,,,,
OVR,35,25,"0,5833333333","0,4166666667",,,,,,,
OVR,32,28,"0,5333333333","0,4666666667",,,,,,,
OVR,29,31,"0,4833333333","0,5166666667",,,,,,,
OVR,31,29,"0,5166666667","0,4833333333",,,,,,,
OVR,25,35,"0,4166666667","0,5833333333",,,,,,,
OVR,30,30,"0,5","0,5",,,,,,,
OVR,27,33,"0,45","0,55",,,,,,,
OVR,27,33,"0,45","0,55",,,,,,,
OVR,25,35,"0,4166666667","0,5833333333",,,,,,,
OVR,35,25,"0,5833333333","0,4166666667",,,,,,,
OVR,32,28,"0,5333333333","0,4666666667",,,,,,,
OVR,28,32,"0,4666666667","0,5333333333",,,,,,,
OVR,30,30,"0,5","0,5",,,,,,,
OVR,22,38,"0,3666666667","0,6333333333",,,,,,,
OVR,29,31,"0,4833333333","0,5166666667",,,,,,,
OVR,23,37,"0,3833333333","0,6166666667",,,,,,,
OVR,27,33,"0,45","0,55",,,,,,,
OVR,33,27,"0,55","0,45",,,,,,,
OVR,36,24,"0,6","0,4",,,,,,,
OVR,32,28,"0,5333333333","0,4666666667",,,,,,,
OVR,31,29,"0,5166666667","0,4833333333",,,,,,,
OVR,24,36,"0,4","0,6",,,,,,,
OVR,32,28,"0,5333333333","0,4666666667",,,,,,,
OVR,31,29,"0,5166666667","0,4833333333",,,,,,,
OVR,33,27,"0,55","0,45",,,,,,,
OVR,35,25,"0,5833333333","0,4166666667",,,,,,,
OVR,31,29,"0,5166666667","0,4833333333",,,,,,,
OVR,26,34,"0,4333333333","0,5666666667",,,,,,,
OVR,28,32,"0,4666666667","0,5333333333",,,,,,,
OVR,21,37,"0,3620689655","0,6379310345",,,,,,,
OVR,18,40,"0,3103448276","0,6896551724",,,,,,,
OVR,32,26,"0,5517241379","0,4482758621",,,,,,,
OVR,33,25,"0,5689655172","0,4310344828",,,,,,,
OVR,29,29,"0,5","0,5",,,,,,,
OVR,28,30,"0,4827586207","0,5172413793",,,,,,,
OVR,17,41,"0,2931034483","0,7068965517",,,,,,,
OVR,26,32,"0,4482758621","0,5517241379",,,,,,,
OVR,25,33,"0,4310344828","0,5689655172",,,,,,,
OVR,39,19,"0,6724137931","0,3275862069",,,,,,,
OVR,20,38,"0,3448275862","0,6551724138",,,,,,,
OVR,36,22,"0,6206896552","0,3793103448",,,,,,,
OVR,36,22,"0,6206896552","0,3793103448",,,,,,,
OVR,31,27,"0,5344827586","0,4655172414",,,,,,,
OVR,22,36,"0,3793103448","0,6206896552",,,,,,,
OVR,21,37,"0,3620689655","0,6379310345",,,,,,,
OVR,33,25,"0,5689655172","0,4310344828",,,,,,,
OVR,32,26,"0,5517241379","0,4482758621",,,,,,,
OVR,24,34,"0,4137931034","0,5862068966",,,,,,,
OVR,35,23,"0,6034482759","0,3965517241",,,,,,,
OVR,18,40,"0,3103448276","0,6896551724",,,,,,,
OVR,26,32,"0,4482758621","0,5517241379",,,,,,,
OVR,34,24,"0,5862068966","0,4137931034",,,,,,,
OVR,25,33,"0,4310344828","0,5689655172",,,,,,,
OVR,24,34,"0,4137931034","0,5862068966",,,,,,,
OVR,31,27,"0,5344827586","0,4655172414",,,,,,,
OVR,32,26,"0,5517241379","0,4482758621",,,,,,,
OVR,22,36,"0,3793103448","0,6206896552",,,,,,,
OVR,25,33,"0,4310344828","0,5689655172",,,,,,,
OVR,27,31,"0,4655172414","0,5344827586",,,,,,,
OVR,16,42,"0,275862069","0,724137931",,,,,,,
OVR,19,39,"0,3275862069","0,6724137931",,,,,,,
OVR,28,30,"0,4827586207","0,5172413793",,,,,,,
OVR,25,33,"0,4310344828","0,5689655172",,,,,,,
OVR,27,31,"0,4655172414","0,5344827586",,,,,,,
OVR,28,30,"0,4827586207","0,5172413793",,,,,,,
OVR,21,37,"0,3620689655","0,6379310345",,,,,,,
OVR,31,27,"0,5344827586","0,4655172414",,,,,,,
OVR,22,36,"0,3793103448","0,6206896552",,,,,,,
OVR,25,33,"0,4310344828","0,5689655172",,,,,,,
OVR,33,25,"0,5689655172","0,4310344828",,,,,,,
OVR,29,29,"0,5","0,5",,,,,,,
OVR,36,22,"0,6206896552","0,3793103448",,,,,,,
OVR,34,24,"0,5862068966","0,4137931034",,,,,,,
OVR,21,37,"0,3620689655","0,6379310345",,,,,,,
OVR,25,33,"0,4310344828","0,5689655172",,,,,,,
OVR,36,22,"0,6206896552","0,3793103448",,,,,,,
OVR,11,47,"0,1896551724","0,8103448276",,,,,,,
OVR,27,31,"0,4655172414","0,5344827586",,,,,,,
OVR,23,35,"0,3965517241","0,6034482759",,,,,,,
OVR,16,39,"0,2909090909","0,7090909091",,,,,,,
OVR,31,24,"0,5636363636","0,4363636364",,,,,,,
OVR,19,36,"0,3454545455","0,6545454545",,,,,,,
OVR,16,39,"0,2909090909","0,7090909091",,,,,,,
OVR,22,33,"0,4","0,6",,,,,,,
OVR,24,31,"0,4363636364","0,5636363636",,,,,,,
OVR,31,24,"0,5636363636","0,4363636364",,,,,,,
OVR,36,19,"0,6545454545","0,3454545455",,,,,,,
OVR,27,28,"0,4909090909","0,5090909091",,,,,,,
OVR,33,22,"0,6","0,4",,,,,,,
OVR,24,31,"0,4363636364","0,5636363636",,,,,,,
OVR,25,30,"0,4545454545","0,5454545455",,,,,,,
OVR,34,21,"0,6181818182","0,3818181818",,,,,,,
OVR,35,20,"0,6363636364","0,3636363636",,,,,,,
OVR,30,25,"0,5454545455","0,4545454545",,,,,,,
OVR,38,17,"0,6909090909","0,3090909091",,,,,,,
OVR,30,25,"0,5454545455","0,4545454545",,,,,,,
OVR,33,22,"0,6","0,4",,,,,,,
OVR,28,27,"0,5090909091","0,4909090909",,,,,,,
OVR,25,30,"0,4545454545","0,5454545455",,,,,,,
OVR,22,33,"0,4","0,6",,,,,,,
OVR,26,29,"0,4727272727","0,5272727273",,,,,,,
OVR,19,36,"0,3454545455","0,6545454545",,,,,,,
OVR,27,28,"0,4909090909","0,5090909091",,,,,,,
OVR,28,27,"0,5090909091","0,4909090909",,,,,,,
OVR,29,26,"0,5272727273","0,4727272727",,,,,,,
OVR,22,33,"0,4","0,6",,,,,,,
OVR,19,36,"0,3454545455","0,6545454545",,,,,,,
OVR,21,34,"0,3818181818","0,6181818182",,,,,,,
OVR,18,37,"0,3272727273","0,6727272727",,,,,,,
OVR,22,33,"0,4","0,6",,,,,,,
OVR,31,24,"0,5636363636","0,4363636364",,,,,,,
OVR,22,33,"0,4","0,6",,,,,,,
OVR,23,32,"0,4181818182","0,5818181818",,,,,,,
OVR,27,28,"0,4909090909","0,5090909091",,,,,,,
OVR,30,25,"0,5454545455","0,4545454545",,,,,,,
OVR,31,24,"0,5636363636","0,4363636364",,,,,,,
OVR,25,30,"0,4545454545","0,5454545455",,,,,,,
OVR,32,23,"0,5818181818","0,4181818182",,,,,,,
OVR,26,29,"0,4727272727","0,5272727273",,,,,,,
OVR,20,35,"0,3636363636","0,6363636364",,,,,,,
OVR,27,28,"0,4909090909","0,5090909091",,,,,,,
OVR,33,22,"0,6","0,4",,,,,,,
OVR,29,26,"0,5272727273","0,4727272727",,,,,,,
OVR,25,30,"0,4545454545","0,5454545455",,,,,,,
OVR,24,31,"0,4363636364","0,5636363636",,,,,,,
OVR,24,31,"0,4363636364","0,5636363636",,,,,,,
OVR,31,24,"0,5636363636","0,4363636364",,,,,,,
OVR,31,24,"0,5636363636","0,4363636364",,,,,,,
OVR,37,18,"0,6727272727","0,3272727273",,,,,,,
OVR,30,22,"0,5769230769","0,4230769231",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,30,22,"0,5769230769","0,4230769231",,,,,,,
OVR,25,27,"0,4807692308","0,5192307692",,,,,,,
OVR,20,32,"0,3846153846","0,6153846154",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,24,28,"0,4615384615","0,5384615385",,,,,,,
OVR,22,30,"0,4230769231","0,5769230769",,,,,,,
OVR,26,26,"0,5","0,5",,,,,,,
OVR,23,29,"0,4423076923","0,5576923077",,,,,,,
OVR,33,19,"0,6346153846","0,3653846154",,,,,,,
OVR,23,29,"0,4423076923","0,5576923077",,,,,,,
OVR,31,21,"0,5961538462","0,4038461538",,,,,,,
OVR,26,26,"0,5","0,5",,,,,,,
OVR,27,25,"0,5192307692","0,4807692308",,,,,,,
OVR,27,25,"0,5192307692","0,4807692308",,,,,,,
OVR,24,28,"0,4615384615","0,5384615385",,,,,,,
OVR,25,27,"0,4807692308","0,5192307692",,,,,,,
OVR,23,29,"0,4423076923","0,5576923077",,,,,,,
OVR,27,25,"0,5192307692","0,4807692308",,,,,,,
OVR,35,17,"0,6730769231","0,3269230769",,,,,,,
OVR,11,41,"0,2115384615","0,7884615385",,,,,,,
OVR,26,26,"0,5","0,5",,,,,,,
OVR,28,24,"0,5384615385","0,4615384615",,,,,,,
OVR,21,31,"0,4038461538","0,5961538462",,,,,,,
OVR,32,20,"0,6153846154","0,3846153846",,,,,,,
OVR,30,22,"0,5769230769","0,4230769231",,,,,,,
OVR,25,27,"0,4807692308","0,5192307692",,,,,,,
OVR,25,27,"0,4807692308","0,5192307692",,,,,,,
OVR,22,30,"0,4230769231","0,5769230769",,,,,,,
OVR,25,27,"0,4807692308","0,5192307692",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,23,29,"0,4423076923","0,5576923077",,,,,,,
OVR,28,24,"0,5384615385","0,4615384615",,,,,,,
OVR,26,26,"0,5","0,5",,,,,,,
OVR,24,28,"0,4615384615","0,5384615385",,,,,,,
OVR,27,25,"0,5192307692","0,4807692308",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,28,24,"0,5384615385","0,4615384615",,,,,,,
OVR,21,31,"0,4038461538","0,5961538462",,,,,,,
OVR,27,25,"0,5192307692","0,4807692308",,,,,,,
OVR,30,22,"0,5769230769","0,4230769231",,,,,,,
OVR,33,19,"0,6346153846","0,3653846154",,,,,,,
OVR,24,28,"0,4615384615","0,5384615385",,,,,,,
OVR,18,34,"0,3461538462","0,6538461538",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,18,34,"0,3461538462","0,6538461538",,,,,,,
OVR,26,26,"0,5","0,5",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,22,26,"0,4583333333","0,5416666667",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,20,28,"0,4166666667","0,5833333333",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,29,19,"0,6041666667","0,3958333333",,,,,,,
OVR,20,28,"0,4166666667","0,5833333333",,,,,,,
OVR,33,15,"0,6875","0,3125",,,,,,,
OVR,28,20,"0,5833333333","0,4166666667",,,,,,,
OVR,20,28,"0,4166666667","0,5833333333",,,,,,,
OVR,27,21,"0,5625","0,4375",,,,,,,
OVR,19,29,"0,3958333333","0,6041666667",,,,,,,
OVR,24,24,"0,5","0,5",,,,,,,
OVR,27,21,"0,5625","0,4375",,,,,,,
OVR,24,24,"0,5","0,5",,,,,,,
OVR,31,17,"0,6458333333","0,3541666667",,,,,,,
OVR,23,25,"0,4791666667","0,5208333333",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,27,21,"0,5625","0,4375",,,,,,,
OVR,23,25,"0,4791666667","0,5208333333",,,,,,,
OVR,21,27,"0,4375","0,5625",,,,,,,
OVR,21,27,"0,4375","0,5625",,,,,,,
OVR,27,21,"0,5625","0,4375",,,,,,,
OVR,22,26,"0,4583333333","0,5416666667",,,,,,,
OVR,20,28,"0,4166666667","0,5833333333",,,,,,,
OVR,22,26,"0,4583333333","0,5416666667",,,,,,,
OVR,28,20,"0,5833333333","0,4166666667",,,,,,,
OVR,29,19,"0,6041666667","0,3958333333",,,,,,,
OVR,24,24,"0,5","0,5",,,,,,,
OVR,27,21,"0,5625","0,4375",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,23,25,"0,4791666667","0,5208333333",,,,,,,
OVR,14,34,"0,2916666667","0,7083333333",,,,,,,
OVR,32,16,"0,6666666667","0,3333333333",,,,,,,
OVR,23,25,"0,4791666667","0,5208333333",,,,,,,
OVR,19,29,"0,3958333333","0,6041666667",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,21,27,"0,4375","0,5625",,,,,,,
OVR,18,30,,,,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,22,26,"0,4583333333","0,5416666667",,,,,,,
OVR,16,32,"0,3333333333","0,6666666667",,,,,,,
OVR,14,34,"0,2916666667","0,7083333333",,,,,,,
OVR,21,27,"0,4375","0,5625",,,,,,,
OVR,26,22,"0,5416666667","0,4583333333",,,,,,,
OVR,31,17,"0,6458333333","0,3541666667",,,,,,,
OVR,24,24,"0,5","0,5",,,,,,,
OVR,26,22,"0,5416666667","0,4583333333",,,,,,,
OVR,19,29,"0,3958333333","0,6041666667",,,,,,,
OVR,24,20,"0,5454545455","0,4545454545",,,,,,,
OVR,22,22,"0,5","0,5",,,,,,,
OVR,18,26,"0,4090909091","0,5909090909",,,,,,,
OVR,23,21,"0,5227272727","0,4772727273",,,,,,,
OVR,18,26,"0,4090909091","0,5909090909",,,,,,,
OVR,20,24,"0,4545454545","0,5454545455",,,,,,,
OVR,16,28,"0,3636363636","0,6363636364",,,,,,,
OVR,16,28,"0,3636363636","0,6363636364",,,,,,,
OVR,14,30,"0,3181818182","0,6818181818",,,,,,,
OVR,14,30,"0,3181818182","0,6818181818",,,,,,,
OVR,19,25,"0,4318181818","0,5681818182",,,,,,,
OVR,19,25,"0,4318181818","0,5681818182",,,,,,,
OVR,15,29,"0,3409090909","0,6590909091",,,,,,,
OVR,23,21,"0,5227272727","0,4772727273",,,,,,,
OVR,16,28,"0,3636363636","0,6363636364",,,,,,,
OVR,23,21,"0,5227272727","0,4772727273",,,,,,,
OVR,17,27,"0,3863636364","0,6136363636",,,,,,,
OVR,20,24,"0,4545454545","0,5454545455",,,,,,,
OVR,21,23,"0,4772727273","0,5227272727",,,,,,,
OVR,21,23,"0,4772727273","0,5227272727",,,,,,,
OVR,17,27,"0,3863636364","0,6136363636",,,,,,,
OVR,18,26,"0,4090909091","0,5909090909",,,,,,,
OVR,23,21,"0,5227272727","0,4772727273",,,,,,,
OVR,19,25,"0,4318181818","0,5681818182",,,,,,,
OVR,13,31,"0,2954545455","0,7045454545",,,,,,,
OVR,17,27,"0,3863636364","0,6136363636",,,,,,,
OVR,14,30,"0,3181818182","0,6818181818",,,,,,,
OVR,18,26,"0,4090909091","0,5909090909",,,,,,,
OVR,20,24,"0,4545454545","0,5454545455",,,,,,,
OVR,20,24,"0,4545454545","0,5454545455",,,,,,,
OVR,14,30,"0,3181818182","0,6818181818",,,,,,,
OVR,17,27,"0,3863636364","0,6136363636",,,,,,,
