Algoritmo,Acertos,Erros,Porcentagem Acerto,Porcentagem Erro,,,,,,,
DTN,20,24,"0,4545454545","0,5454545455",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,28,16,"0,6363636364","0,3636363636",,,,,,,
DTN,33,11,"0,75","0,25",,,,,,,
DTN,30,14,"0,6818181818","0,3181818182",,,,,,,
DTN,29,15,"0,6590909091","0,3409090909",,,,,,,
DTN,26,18,"0,5909090909","0,4090909091",,,,,,,
DTN,28,16,"0,6363636364","0,3636363636",,,,,,,
DTN,31,13,"0,7045454545","0,2954545455",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,20,24,"0,4545454545","0,5454545455",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,31,13,"0,7045454545","0,2954545455",,,,,,,
DTN,33,11,"0,75","0,25",,,,,,,
DTN,31,13,"0,7045454545","0,2954545455",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,21,23,"0,4772727273","0,5227272727",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,26,18,"0,5909090909","0,4090909091",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,28,16,"0,6363636364","0,3636363636",,,,,,,
DTN,22,22,"0,5","0,5",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,31,13,"0,7045454545","0,2954545455",,,,,,,
DTN,26,18,"0,5909090909","0,4090909091",,,,,,,
DTN,29,15,"0,6590909091","0,3409090909",,,,,,,
DTN,28,16,"0,6363636364","0,3636363636",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,32,12,"0,7272727273","0,2727272727",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,33,11,"0,75","0,25",,,,,,,
DTN,22,22,"0,5","0,5",,,,,,,
DTN,28,16,"0,6363636364","0,3636363636",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,31,13,"0,7045454545","0,2954545455",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,28,11,"0,7179487179","0,2820512821",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,28,11,"0,7179487179","0,2820512821",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,15,24,"0,3846153846","0,6153846154",,,,,,,
DTN,22,17,"0,5641025641","0,4358974359",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,27,12,"0,6923076923","0,3076923077",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,23,16,"0,5897435897","0,4102564103",,,,,,,
DTN,23,16,"0,5897435897","0,4102564103",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,29,10,"0,7435897436","0,2564102564",,,,,,,
DTN,21,18,"0,5384615385","0,4615384615",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,27,12,"0,6923076923","0,3076923077",,,,,,,
DTN,28,11,"0,7179487179","0,2820512821",,,,,,,
DTN,19,20,"0,4871794872","0,5128205128",,,,,,,
DTN,29,10,"0,7435897436","0,2564102564",,,,,,,
DTN,28,11,"0,7179487179","0,2820512821",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,20,19,"0,5128205128","0,4871794872",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,27,12,"0,6923076923","0,3076923077",,,,,,,
DTN,27,12,"0,6923076923","0,3076923077",,,,,,,
DTN,21,18,"0,5384615385","0,4615384615",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,22,17,"0,5641025641","0,4358974359",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,23,16,"0,5897435897","0,4102564103",,,,,,,
DTN,23,16,"0,5897435897","0,4102564103",,,,,,,
DTN,29,10,"0,7435897436","0,2564102564",,,,,,,
DTN,28,11,"0,7179487179","0,2820512821",,,,,,,
DTN,23,16,"0,5897435897","0,4102564103",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,29,10,"0,7435897436","0,2564102564",,,,,,,
DTN,27,12,"0,6923076923","0,3076923077",,,,,,,
SGD,30,33,"0,4761904762","0,5238095238",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,22,41,"0,3492063492","0,6507936508",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,12,51,"0,1904761905","0,8095238095",,,,,,,
SGD,14,49,"0,2222222222","0,7777777778",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,11,52,"0,1746031746","0,8253968254",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,15,48,"0,2380952381","0,7619047619",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,9,54,"0,1428571429","0,8571428571",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,28,35,"0,4444444444","0,5555555556",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,12,51,"0,1904761905","0,8095238095",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,12,51,"0,1904761905","0,8095238095",,,,,,,
SGD,27,36,"0,4285714286","0,5714285714",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,14,49,"0,2222222222","0,7777777778",,,,,,,
SGD,15,48,"0,2380952381","0,7619047619",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,26,37,"0,4126984127","0,5873015873",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,24,39,"0,380952381","0,619047619",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,15,48,"0,2380952381","0,7619047619",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,22,41,"0,3492063492","0,6507936508",,,,,,,
SGD,32,31,"0,5079365079","0,4920634921",,,,,,,
SGD,13,50,"0,2063492063","0,7936507937",,,,,,,
SGD,14,49,"0,2222222222","0,7777777778",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,14,49,"0,2222222222","0,7777777778",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,26,37,"0,4126984127","0,5873015873",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,24,39,"0,380952381","0,619047619",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,29,34,"0,4603174603","0,5396825397",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,13,50,"0,2063492063","0,7936507937",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,13,50,"0,2063492063","0,7936507937",,,,,,,
SGD,15,48,"0,2380952381","0,7619047619",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,26,37,"0,4126984127","0,5873015873",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,6,57,"0,0952380952","0,9047619048",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,27,36,"0,4285714286","0,5714285714",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,15,48,"0,2380952381","0,7619047619",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,24,39,"0,380952381","0,619047619",,,,,,,
SGD,17,45,"0,2741935484","0,7258064516",,,,,,,
SGD,21,41,"0,3387096774","0,6612903226",,,,,,,
SGD,22,40,"0,3548387097","0,6451612903",,,,,,,
SGD,20,42,"0,3225806452","0,6774193548",,,,,,,
SGD,17,45,"0,2741935484","0,7258064516",,,,,,,
SGD,20,42,"0,3225806452","0,6774193548",,,,,,,
SGD,15,47,"0,2419354839","0,7580645161",,,,,,,
SGD,27,35,"0,435483871","0,564516129",,,,,,,
SGD,25,37,"0,4032258065","0,5967741935",,,,,,,
SGD,19,43,"0,3064516129","0,6935483871",,,,,,,
SGD,17,45,"0,2741935484","0,7258064516",,,,,,,
SGD,26,36,"0,4193548387","0,5806451613",,,,,,,
SGD,14,48,"0,2258064516","0,7741935484",,,,,,,
SGD,18,44,"0,2903225806","0,7096774194",,,,,,,
SGD,21,41,"0,3387096774","0,6612903226",,,,,,,
SGD,18,44,"0,2903225806","0,7096774194",,,,,,,
SGD,13,49,"0,2096774194","0,7903225806",,,,,,,
SGD,14,48,"0,2258064516","0,7741935484",,,,,,,
SGD,26,36,"0,4193548387","0,5806451613",,,,,,,
SGD,29,33,"0,4677419355","0,5322580645",,,,,,,
SGD,22,40,"0,3548387097","0,6451612903",,,,,,,
SGD,24,38,"0,3870967742","0,6129032258",,,,,,,
SGD,16,46,"0,2580645161","0,7419354839",,,,,,,
SGD,26,36,"0,4193548387","0,5806451613",,,,,,,
SGD,23,39,"0,3709677419","0,6290322581",,,,,,,
SGD,25,37,"0,4032258065","0,5967741935",,,,,,,
SGD,20,42,"0,3225806452","0,6774193548",,,,,,,
SGD,16,46,"0,2580645161","0,7419354839",,,,,,,
SGD,28,34,"0,4516129032","0,5483870968",,,,,,,
SGD,20,42,"0,3225806452","0,6774193548",,,,,,,
SGD,14,48,"0,2258064516","0,7741935484",,,,,,,
SGD,13,49,"0,2096774194","0,7903225806",,,,,,,
SGD,22,40,"0,3548387097","0,6451612903",,,,,,,
SGD,23,39,"0,3709677419","0,6290322581",,,,,,,
SGD,20,42,"0,3225806452","0,6774193548",,,,,,,
SGD,22,40,"0,3548387097","0,6451612903",,,,,,,
SGD,19,43,"0,3064516129","0,6935483871",,,,,,,
SGD,24,38,"0,3870967742","0,6129032258",,,,,,,
SGD,20,42,"0,3225806452","0,6774193548",,,,,,,
SGD,24,38,"0,3870967742","0,6129032258",,,,,,,
SGD,17,45,"0,2741935484","0,7258064516",,,,,,,
SGD,26,36,"0,4193548387","0,5806451613",,,,,,,
SGD,18,44,"0,2903225806","0,7096774194",,,,,,,
SGD,19,43,"0,3064516129","0,6935483871",,,,,,,
SGD,16,46,"0,2580645161","0,7419354839",,,,,,,
SGD,20,42,"0,3225806452","0,6774193548",,,,,,,
SGD,20,42,"0,3225806452","0,6774193548",,,,,,,
SGD,18,44,"0,2903225806","0,7096774194",,,,,,,
SGD,20,42,"0,3225806452","0,6774193548",,,,,,,
SGD,19,43,"0,3064516129","0,6935483871",,,,,,,
SGD,21,39,"0,35","0,65",,,,,,,
SGD,13,47,"0,2166666667","0,7833333333",,,,,,,
SGD,18,42,"0,3","0,7",,,,,,,
SGD,17,43,"0,2833333333","0,7166666667",,,,,,,
SGD,21,39,"0,35","0,65",,,,,,,
SGD,19,41,"0,3166666667","0,6833333333",,,,,,,
SGD,19,41,"0,3166666667","0,6833333333",,,,,,,
SGD,20,40,"0,3333333333","0,6666666667",,,,,,,
SGD,17,43,"0,2833333333","0,7166666667",,,,,,,
SGD,27,33,"0,45","0,55",,,,,,,
SGD,19,41,"0,3166666667","0,6833333333",,,,,,,
SGD,16,44,"0,2666666667","0,7333333333",,,,,,,
SGD,17,43,"0,2833333333","0,7166666667",,,,,,,
SGD,21,39,"0,35","0,65",,,,,,,
SGD,23,37,"0,3833333333","0,6166666667",,,,,,,
SGD,21,39,"0,35","0,65",,,,,,,
SGD,21,39,"0,35","0,65",,,,,,,
SGD,18,42,"0,3","0,7",,,,,,,
SGD,19,41,"0,3166666667","0,6833333333",,,,,,,
SGD,22,38,"0,3666666667","0,6333333333",,,,,,,
SGD,19,41,"0,3166666667","0,6833333333",,,,,,,
SGD,25,35,"0,4166666667","0,5833333333",,,,,,,
SGD,17,43,"0,2833333333","0,7166666667",,,,,,,
SGD,23,37,"0,3833333333","0,6166666667",,,,,,,
SGD,15,45,"0,25","0,75",,,,,,,
SGD,21,39,"0,35","0,65",,,,,,,
SGD,22,38,"0,3666666667","0,6333333333",,,,,,,
SGD,14,46,"0,2333333333","0,7666666667",,,,,,,
SGD,27,33,"0,45","0,55",,,,,,,
SGD,18,42,"0,3","0,7",,,,,,,
SGD,26,34,"0,4333333333","0,5666666667",,,,,,,
SGD,16,44,"0,2666666667","0,7333333333",,,,,,,
SGD,15,45,"0,25","0,75",,,,,,,
SGD,17,43,"0,2833333333","0,7166666667",,,,,,,
SGD,28,32,"0,4666666667","0,5333333333",,,,,,,
SGD,14,46,"0,2333333333","0,7666666667",,,,,,,
SGD,20,40,"0,3333333333","0,6666666667",,,,,,,
SGD,26,34,"0,4333333333","0,5666666667",,,,,,,
SGD,17,43,"0,2833333333","0,7166666667",,,,,,,
SGD,19,41,"0,3166666667","0,6833333333",,,,,,,
SGD,23,37,"0,3833333333","0,6166666667",,,,,,,
SGD,20,40,"0,3333333333","0,6666666667",,,,,,,
SGD,18,42,"0,3","0,7",,,,,,,
SGD,17,43,"0,2833333333","0,7166666667",,,,,,,
SGD,26,34,"0,4333333333","0,5666666667",,,,,,,
SGD,17,43,"0,2833333333","0,7166666667",,,,,,,
SGD,15,45,"0,25","0,75",,,,,,,
SGD,16,44,"0,2666666667","0,7333333333",,,,,,,
SGD,16,44,"0,2666666667","0,7333333333",,,,,,,
SGD,20,40,"0,3333333333","0,6666666667",,,,,,,
SGD,19,39,"0,3275862069","0,6724137931",,,,,,,
SGD,22,36,"0,3793103448","0,6206896552",,,,,,,
SGD,18,40,"0,3103448276","0,6896551724",,,,,,,
SGD,20,38,"0,3448275862","0,6551724138",,,,,,,
SGD,21,37,"0,3620689655","0,6379310345",,,,,,,
SGD,22,36,"0,3793103448","0,6206896552",,,,,,,
SGD,21,37,"0,3620689655","0,6379310345",,,,,,,
SGD,17,41,"0,2931034483","0,7068965517",,,,,,,
SGD,18,40,"0,3103448276","0,6896551724",,,,,,,
SGD,21,37,"0,3620689655","0,6379310345",,,,,,,
SGD,18,40,"0,3103448276","0,6896551724",,,,,,,
SGD,22,36,"0,3793103448","0,6206896552",,,,,,,
SGD,25,33,"0,4310344828","0,5689655172",,,,,,,
SGD,22,36,"0,3793103448","0,6206896552",,,,,,,
SGD,12,46,"0,2068965517","0,7931034483",,,,,,,
SGD,11,47,"0,1896551724","0,8103448276",,,,,,,
SGD,17,41,"0,2931034483","0,7068965517",,,,,,,
SGD,17,41,"0,2931034483","0,7068965517",,,,,,,
SGD,22,36,"0,3793103448","0,6206896552",,,,,,,
SGD,23,35,"0,3965517241","0,6034482759",,,,,,,
SGD,17,41,"0,2931034483","0,7068965517",,,,,,,
SGD,13,45,"0,224137931","0,775862069",,,,,,,
SGD,21,37,"0,3620689655","0,6379310345",,,,,,,
SGD,11,47,"0,1896551724","0,8103448276",,,,,,,
SGD,22,36,"0,3793103448","0,6206896552",,,,,,,
SGD,18,40,"0,3103448276","0,6896551724",,,,,,,
SGD,21,37,"0,3620689655","0,6379310345",,,,,,,
SGD,21,37,"0,3620689655","0,6379310345",,,,,,,
SGD,15,43,"0,2586206897","0,7413793103",,,,,,,
SGD,16,42,"0,275862069","0,724137931",,,,,,,
SGD,15,43,"0,2586206897","0,7413793103",,,,,,,
SGD,16,42,"0,275862069","0,724137931",,,,,,,
SGD,18,40,"0,3103448276","0,6896551724",,,,,,,
SGD,17,41,"0,2931034483","0,7068965517",,,,,,,
SGD,16,42,"0,275862069","0,724137931",,,,,,,
SGD,15,43,"0,2586206897","0,7413793103",,,,,,,
SGD,22,36,"0,3793103448","0,6206896552",,,,,,,
SGD,17,41,"0,2931034483","0,7068965517",,,,,,,
SGD,18,40,"0,3103448276","0,6896551724",,,,,,,
SGD,18,40,"0,3103448276","0,6896551724",,,,,,,
SGD,19,39,"0,3275862069","0,6724137931",,,,,,,
SGD,19,39,"0,3275862069","0,6724137931",,,,,,,
SGD,19,39,"0,3275862069","0,6724137931",,,,,,,
SGD,19,39,"0,3275862069","0,6724137931",,,,,,,
SGD,22,36,"0,3793103448","0,6206896552",,,,,,,
SGD,30,28,"0,5172413793","0,4827586207",,,,,,,
SGD,13,45,"0,224137931","0,775862069",,,,,,,
SGD,21,37,"0,3620689655","0,6379310345",,,,,,,
SGD,21,37,"0,3620689655","0,6379310345",,,,,,,
SGD,21,37,"0,3620689655","0,6379310345",,,,,,,
SGD,19,36,"0,3454545455","0,6545454545",,,,,,,
SGD,18,37,"0,3272727273","0,6727272727",,,,,,,
SGD,23,32,"0,4181818182","0,5818181818",,,,,,,
SGD,16,39,"0,2909090909","0,7090909091",,,,,,,
SGD,22,33,"0,4","0,6",,,,,,,
SGD,17,38,"0,3090909091","0,6909090909",,,,,,,
SGD,16,39,"0,2909090909","0,7090909091",,,,,,,
SGD,20,35,"0,3636363636","0,6363636364",,,,,,,
SGD,20,35,"0,3636363636","0,6363636364",,,,,,,
SGD,13,42,"0,2363636364","0,7636363636",,,,,,,
SGD,14,41,"0,2545454545","0,7454545455",,,,,,,
SGD,19,36,"0,3454545455","0,6545454545",,,,,,,
SGD,21,34,"0,3818181818","0,6181818182",,,,,,,
SGD,21,34,"0,3818181818","0,6181818182",,,,,,,
SGD,15,40,"0,2727272727","0,7272727273",,,,,,,
SGD,19,36,"0,3454545455","0,6545454545",,,,,,,
SGD,17,38,"0,3090909091","0,6909090909",,,,,,,
SGD,10,45,"0,1818181818","0,8181818182",,,,,,,
SGD,13,42,"0,2363636364","0,7636363636",,,,,,,
SGD,14,41,"0,2545454545","0,7454545455",,,,,,,
SGD,12,43,"0,2181818182","0,7818181818",,,,,,,
SGD,15,40,"0,2727272727","0,7272727273",,,,,,,
SGD,15,40,"0,2727272727","0,7272727273",,,,,,,
SGD,17,38,"0,3090909091","0,6909090909",,,,,,,
SGD,15,40,"0,2727272727","0,7272727273",,,,,,,
SGD,25,30,"0,4545454545","0,5454545455",,,,,,,
SGD,22,33,"0,4","0,6",,,,,,,
SGD,16,39,"0,2909090909","0,7090909091",,,,,,,
SGD,16,39,"0,2909090909","0,7090909091",,,,,,,
SGD,15,40,"0,2727272727","0,7272727273",,,,,,,
SGD,21,34,"0,3818181818","0,6181818182",,,,,,,
SGD,17,38,"0,3090909091","0,6909090909",,,,,,,
SGD,18,37,"0,3272727273","0,6727272727",,,,,,,
SGD,19,36,"0,3454545455","0,6545454545",,,,,,,
SGD,14,41,"0,2545454545","0,7454545455",,,,,,,
SGD,14,41,"0,2545454545","0,7454545455",,,,,,,
SGD,18,37,"0,3272727273","0,6727272727",,,,,,,
SGD,21,34,"0,3818181818","0,6181818182",,,,,,,
SGD,14,41,"0,2545454545","0,7454545455",,,,,,,
SGD,22,33,"0,4","0,6",,,,,,,
SGD,22,33,"0,4","0,6",,,,,,,
SGD,19,36,"0,3454545455","0,6545454545",,,,,,,
SGD,13,42,"0,2363636364","0,7636363636",,,,,,,
SGD,22,33,"0,4","0,6",,,,,,,
SGD,11,44,"0,2","0,8",,,,,,,
SGD,18,37,"0,3272727273","0,6727272727",,,,,,,
SGD,22,33,"0,4","0,6",,,,,,,
SGD,18,37,"0,3272727273","0,6727272727",,,,,,,
SGD,24,31,"0,4363636364","0,5636363636",,,,,,,
SGD,9,46,"0,1636363636","0,8363636364",,,,,,,
SGD,12,40,"0,2307692308","0,7692307692",,,,,,,
SGD,9,43,"0,1730769231","0,8269230769",,,,,,,
SGD,19,33,"0,3653846154","0,6346153846",,,,,,,
SGD,19,33,"0,3653846154","0,6346153846",,,,,,,
SGD,23,29,"0,4423076923","0,5576923077",,,,,,,
SGD,11,41,"0,2115384615","0,7884615385",,,,,,,
SGD,19,33,"0,3653846154","0,6346153846",,,,,,,
SGD,20,32,"0,3846153846","0,6153846154",,,,,,,
SGD,14,38,"0,2692307692","0,7307692308",,,,,,,
SGD,18,34,"0,3461538462","0,6538461538",,,,,,,
SGD,18,34,"0,3461538462","0,6538461538",,,,,,,
SGD,21,31,"0,4038461538","0,5961538462",,,,,,,
SGD,18,34,"0,3461538462","0,6538461538",,,,,,,
SGD,14,38,"0,2692307692","0,7307692308",,,,,,,
SGD,16,36,"0,3076923077","0,6923076923",,,,,,,
SGD,18,34,"0,3461538462","0,6538461538",,,,,,,
SGD,15,37,"0,2884615385","0,7115384615",,,,,,,
SGD,18,34,"0,3461538462","0,6538461538",,,,,,,
SGD,18,34,"0,3461538462","0,6538461538",,,,,,,
SGD,17,35,"0,3269230769","0,6730769231",,,,,,,
SGD,17,35,"0,3269230769","0,6730769231",,,,,,,
SGD,13,39,"0,25","0,75",,,,,,,
SGD,14,38,"0,2692307692","0,7307692308",,,,,,,
SGD,13,39,"0,25","0,75",,,,,,,
SGD,10,42,"0,1923076923","0,8076923077",,,,,,,
SGD,18,34,"0,3461538462","0,6538461538",,,,,,,
SGD,20,32,"0,3846153846","0,6153846154",,,,,,,
SGD,23,29,"0,4423076923","0,5576923077",,,,,,,
SGD,19,33,"0,3653846154","0,6346153846",,,,,,,
SGD,22,30,"0,4230769231","0,5769230769",,,,,,,
SGD,12,40,"0,2307692308","0,7692307692",,,,,,,
SGD,19,33,"0,3653846154","0,6346153846",,,,,,,
SGD,15,37,"0,2884615385","0,7115384615",,,,,,,
SGD,17,35,"0,3269230769","0,6730769231",,,,,,,
SGD,23,29,"0,4423076923","0,5576923077",,,,,,,
SGD,17,35,"0,3269230769","0,6730769231",,,,,,,
SGD,16,36,"0,3076923077","0,6923076923",,,,,,,
SGD,18,34,"0,3461538462","0,6538461538",,,,,,,
SGD,17,35,"0,3269230769","0,6730769231",,,,,,,
SGD,25,27,"0,4807692308","0,5192307692",,,,,,,
SGD,25,27,"0,4807692308","0,5192307692",,,,,,,
SGD,19,33,"0,3653846154","0,6346153846",,,,,,,
SGD,19,33,"0,3653846154","0,6346153846",,,,,,,
SGD,23,29,"0,4423076923","0,5576923077",,,,,,,
SGD,16,36,"0,3076923077","0,6923076923",,,,,,,
SGD,13,39,"0,25","0,75",,,,,,,
SGD,16,36,"0,3076923077","0,6923076923",,,,,,,
SGD,21,31,"0,4038461538","0,5961538462",,,,,,,
SGD,16,36,"0,3076923077","0,6923076923",,,,,,,
SGD,19,33,"0,3653846154","0,6346153846",,,,,,,
SGD,20,28,"0,4166666667","0,5833333333",,,,,,,
SGD,19,29,"0,3958333333","0,6041666667",,,,,,,
SGD,21,27,"0,4375","0,5625",,,,,,,
SGD,22,26,"0,4583333333","0,5416666667",,,,,,,
SGD,15,33,"0,3125","0,6875",,,,,,,
SGD,14,34,"0,2916666667","0,7083333333",,,,,,,
SGD,24,24,"0,5","0,5",,,,,,,
SGD,13,35,"0,2708333333","0,7291666667",,,,,,,
SGD,20,28,"0,4166666667","0,5833333333",,,,,,,
SGD,15,33,"0,3125","0,6875",,,,,,,
SGD,11,37,"0,2291666667","0,7708333333",,,,,,,
SGD,13,35,"0,2708333333","0,7291666667",,,,,,,
SGD,7,41,"0,1458333333","0,8541666667",,,,,,,
SGD,20,28,"0,4166666667","0,5833333333",,,,,,,
SGD,17,31,"0,3541666667","0,6458333333",,,,,,,
SGD,15,33,"0,3125","0,6875",,,,,,,
SGD,20,28,"0,4166666667","0,5833333333",,,,,,,
SGD,15,33,"0,3125","0,6875",,,,,,,
SGD,15,33,"0,3125","0,6875",,,,,,,
SGD,13,35,"0,2708333333","0,7291666667",,,,,,,
SGD,15,33,"0,3125","0,6875",,,,,,,
SGD,19,29,"0,3958333333","0,6041666667",,,,,,,
SGD,19,29,"0,3958333333","0,6041666667",,,,,,,
SGD,12,36,"0,25","0,75",,,,,,,
SGD,13,35,"0,2708333333","0,7291666667",,,,,,,
SGD,16,32,"0,3333333333","0,6666666667",,,,,,,
SGD,16,32,"0,3333333333","0,6666666667",,,,,,,
SGD,16,32,"0,3333333333","0,6666666667",,,,,,,
SGD,19,29,"0,3958333333","0,6041666667",,,,,,,
SGD,25,23,"0,5208333333","0,4791666667",,,,,,,
SGD,17,31,"0,3541666667","0,6458333333",,,,,,,
